Year,variable,value,Type,Powertrain,Technology,Market
2038,SUV-BEV-Sht-Fleet,0.411890569,SUV,BEV,BEV-Sht,Fleet
2039,SUV-BEV-Sht-Fleet,0.258923775,SUV,BEV,BEV-Sht,Fleet
2040,SUV-BEV-Sht-Fleet,0.159318222,SUV,BEV,BEV-Sht,Fleet
2041,SUV-BEV-Sht-Fleet,0.096561793,SUV,BEV,BEV-Sht,Fleet
2042,SUV-BEV-Sht-Fleet,0.057920998,SUV,BEV,BEV-Sht,Fleet
2043,SUV-BEV-Sht-Fleet,0.034501398,SUV,BEV,BEV-Sht,Fleet
2044,SUV-BEV-Sht-Fleet,0.020457196,SUV,BEV,BEV-Sht,Fleet
2045,SUV-BEV-Sht-Fleet,0.01209406,SUV,BEV,BEV-Sht,Fleet
2046,SUV-BEV-Sht-Fleet,0.007136484,SUV,BEV,BEV-Sht,Fleet
2047,SUV-BEV-Sht-Fleet,0.004206174,SUV,BEV,BEV-Sht,Fleet
2048,SUV-BEV-Sht-Fleet,0.002477281,SUV,BEV,BEV-Sht,Fleet
2049,SUV-BEV-Sht-Fleet,0.00145838,SUV,BEV,BEV-Sht,Fleet
2050,SUV-BEV-Sht-Fleet,0.00085832,SUV,BEV,BEV-Sht,Fleet
2021,SUV-BEV-Mid-Fleet,26.30676785,SUV,BEV,BEV-Mid,Fleet
2022,SUV-BEV-Mid-Fleet,28.49978367,SUV,BEV,BEV-Mid,Fleet
2023,SUV-BEV-Mid-Fleet,28.64399138,SUV,BEV,BEV-Mid,Fleet
2024,SUV-BEV-Mid-Fleet,28.72075648,SUV,BEV,BEV-Mid,Fleet
2025,SUV-BEV-Mid-Fleet,28.42610885,SUV,BEV,BEV-Mid,Fleet
2026,SUV-BEV-Mid-Fleet,28.13608552,SUV,BEV,BEV-Mid,Fleet
2027,SUV-BEV-Mid-Fleet,27.79012155,SUV,BEV,BEV-Mid,Fleet
2028,SUV-BEV-Mid-Fleet,27.2616021,SUV,BEV,BEV-Mid,Fleet
2029,SUV-BEV-Mid-Fleet,26.41270493,SUV,BEV,BEV-Mid,Fleet
2030,SUV-BEV-Mid-Fleet,25.09534813,SUV,BEV,BEV-Mid,Fleet
2031,SUV-BEV-Mid-Fleet,23.15284448,SUV,BEV,BEV-Mid,Fleet
2032,SUV-BEV-Mid-Fleet,20.4948092,SUV,BEV,BEV-Mid,Fleet
2033,SUV-BEV-Mid-Fleet,17.19994118,SUV,BEV,BEV-Mid,Fleet
2034,SUV-BEV-Mid-Fleet,13.56956128,SUV,BEV,BEV-Mid,Fleet
2035,SUV-BEV-Mid-Fleet,10.04229876,SUV,BEV,BEV-Mid,Fleet
2036,SUV-BEV-Mid-Fleet,7.004521574,SUV,BEV,BEV-Mid,Fleet
2037,SUV-BEV-Mid-Fleet,4.648809637,SUV,BEV,BEV-Mid,Fleet
2038,SUV-BEV-Mid-Fleet,2.969094119,SUV,BEV,BEV-Mid,Fleet
2039,SUV-BEV-Mid-Fleet,1.844197242,SUV,BEV,BEV-Mid,Fleet
2040,SUV-BEV-Mid-Fleet,1.123615878,SUV,BEV,BEV-Mid,Fleet
2041,SUV-BEV-Mid-Fleet,0.67582429,SUV,BEV,BEV-Mid,Fleet
2042,SUV-BEV-Mid-Fleet,0.403101054,SUV,BEV,BEV-Mid,Fleet
2043,SUV-BEV-Mid-Fleet,0.239157593,SUV,BEV,BEV-Mid,Fleet
2044,SUV-BEV-Mid-Fleet,0.141420876,SUV,BEV,BEV-Mid,Fleet
2045,SUV-BEV-Mid-Fleet,0.083455903,SUV,BEV,BEV-Mid,Fleet
2046,SUV-BEV-Mid-Fleet,0.049188351,SUV,BEV,BEV-Mid,Fleet
2047,SUV-BEV-Mid-Fleet,0.02896965,SUV,BEV,BEV-Mid,Fleet
2048,SUV-BEV-Mid-Fleet,0.017054161,SUV,BEV,BEV-Mid,Fleet
2049,SUV-BEV-Mid-Fleet,0.010036959,SUV,BEV,BEV-Mid,Fleet
2050,SUV-BEV-Mid-Fleet,0.005906165,SUV,BEV,BEV-Mid,Fleet
2021,SUV-BEV-Lng-Fleet,163.483811,SUV,BEV,BEV-Lng,Fleet
2022,SUV-BEV-Lng-Fleet,352.9283452,SUV,BEV,BEV-Lng,Fleet
2023,SUV-BEV-Lng-Fleet,890.9373233,SUV,BEV,BEV-Lng,Fleet
2024,SUV-BEV-Lng-Fleet,1940.412128,SUV,BEV,BEV-Lng,Fleet
2025,SUV-BEV-Lng-Fleet,2748.518267,SUV,BEV,BEV-Lng,Fleet
2026,SUV-BEV-Lng-Fleet,3657.664581,SUV,BEV,BEV-Lng,Fleet
2027,SUV-BEV-Lng-Fleet,4633.565287,SUV,BEV,BEV-Lng,Fleet
2028,SUV-BEV-Lng-Fleet,5670.723803,SUV,BEV,BEV-Lng,Fleet
2029,SUV-BEV-Lng-Fleet,6823.61095,SUV,BEV,BEV-Lng,Fleet
2030,SUV-BEV-Lng-Fleet,7953.919674,SUV,BEV,BEV-Lng,Fleet
2031,SUV-BEV-Lng-Fleet,9175.297519,SUV,BEV,BEV-Lng,Fleet
2032,SUV-BEV-Lng-Fleet,10221.27489,SUV,BEV,BEV-Lng,Fleet
2033,SUV-BEV-Lng-Fleet,11172.03724,SUV,BEV,BEV-Lng,Fleet
2034,SUV-BEV-Lng-Fleet,12047.70986,SUV,BEV,BEV-Lng,Fleet
2035,SUV-BEV-Lng-Fleet,12873.45079,SUV,BEV,BEV-Lng,Fleet
2036,SUV-BEV-Lng-Fleet,13596.4768,SUV,BEV,BEV-Lng,Fleet
2037,SUV-BEV-Lng-Fleet,14213.92267,SUV,BEV,BEV-Lng,Fleet
2038,SUV-BEV-Lng-Fleet,14725.13496,SUV,BEV,BEV-Lng,Fleet
2039,SUV-BEV-Lng-Fleet,15131.87359,SUV,BEV,BEV-Lng,Fleet
2040,SUV-BEV-Lng-Fleet,15457.19104,SUV,BEV,BEV-Lng,Fleet
2041,SUV-BEV-Lng-Fleet,15659.43045,SUV,BEV,BEV-Lng,Fleet
2042,SUV-BEV-Lng-Fleet,15747.53546,SUV,BEV,BEV-Lng,Fleet
2043,SUV-BEV-Lng-Fleet,15734.38353,SUV,BEV,BEV-Lng,Fleet
2044,SUV-BEV-Lng-Fleet,15631.33093,SUV,BEV,BEV-Lng,Fleet
2045,SUV-BEV-Lng-Fleet,15447.89831,SUV,BEV,BEV-Lng,Fleet
2046,SUV-BEV-Lng-Fleet,15276.47559,SUV,BEV,BEV-Lng,Fleet
2047,SUV-BEV-Lng-Fleet,15119.84093,SUV,BEV,BEV-Lng,Fleet
2048,SUV-BEV-Lng-Fleet,14976.95682,SUV,BEV,BEV-Lng,Fleet
2049,SUV-BEV-Lng-Fleet,14845.65042,SUV,BEV,BEV-Lng,Fleet
2050,SUV-BEV-Lng-Fleet,14722.91273,SUV,BEV,BEV-Lng,Fleet
2021,SUV-FCEV-Fleet,1.427E-18,SUV,FCEV,FCEV,Fleet
2022,SUV-FCEV-Fleet,1.54393E-17,SUV,FCEV,FCEV,Fleet
2023,SUV-FCEV-Fleet,5.38185E-17,SUV,FCEV,FCEV,Fleet
2024,SUV-FCEV-Fleet,5.38671E-17,SUV,FCEV,FCEV,Fleet
2025,SUV-FCEV-Fleet,5.4749E-17,SUV,FCEV,FCEV,Fleet
2026,SUV-FCEV-Fleet,0.039089867,SUV,FCEV,FCEV,Fleet
2027,SUV-FCEV-Fleet,0.090103686,SUV,FCEV,FCEV,Fleet
2028,SUV-FCEV-Fleet,0.192994516,SUV,FCEV,FCEV,Fleet
2029,SUV-FCEV-Fleet,0.35867371,SUV,FCEV,FCEV,Fleet
2030,SUV-FCEV-Fleet,0.620595161,SUV,FCEV,FCEV,Fleet
2031,SUV-FCEV-Fleet,0.888543824,SUV,FCEV,FCEV,Fleet
2032,SUV-FCEV-Fleet,1.095458313,SUV,FCEV,FCEV,Fleet
2033,SUV-FCEV-Fleet,1.288318976,SUV,FCEV,FCEV,Fleet
2034,SUV-FCEV-Fleet,1.425588267,SUV,FCEV,FCEV,Fleet
2035,SUV-FCEV-Fleet,1.52329842,SUV,FCEV,FCEV,Fleet
2036,SUV-FCEV-Fleet,1.595495575,SUV,FCEV,FCEV,Fleet
2037,SUV-FCEV-Fleet,1.643312157,SUV,FCEV,FCEV,Fleet
2038,SUV-FCEV-Fleet,1.665580367,SUV,FCEV,FCEV,Fleet
2039,SUV-FCEV-Fleet,1.661136701,SUV,FCEV,FCEV,Fleet
2040,SUV-FCEV-Fleet,1.627649576,SUV,FCEV,FCEV,Fleet
2041,SUV-FCEV-Fleet,1.564608894,SUV,FCEV,FCEV,Fleet
2042,SUV-FCEV-Fleet,1.471686545,SUV,FCEV,FCEV,Fleet
2043,SUV-FCEV-Fleet,1.352014537,SUV,FCEV,FCEV,Fleet
2044,SUV-FCEV-Fleet,1.212379223,SUV,FCEV,FCEV,Fleet
2045,SUV-FCEV-Fleet,1.062207721,SUV,FCEV,FCEV,Fleet
2046,SUV-FCEV-Fleet,0.912421379,SUV,FCEV,FCEV,Fleet
2047,SUV-FCEV-Fleet,0.7711217,SUV,FCEV,FCEV,Fleet
2048,SUV-FCEV-Fleet,0.643723785,SUV,FCEV,FCEV,Fleet
2049,SUV-FCEV-Fleet,0.532809287,SUV,FCEV,FCEV,Fleet
2050,SUV-FCEV-Fleet,0.438678155,SUV,FCEV,FCEV,Fleet
2021,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2022,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2023,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2024,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2025,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2026,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2027,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2028,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2029,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2030,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2031,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2032,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2033,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2034,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2035,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2036,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2037,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2038,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2039,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2040,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2041,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2042,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2043,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2044,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2045,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2046,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2047,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2048,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2049,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2050,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
