Year,variable,value,Type,Powertrain,Technology,Market
2021,Sed-FCEV-Fleet,1.63146E-19,Sedan,FCEV,FCEV,Fleet
2022,Sed-FCEV-Fleet,1.31923E-18,Sedan,FCEV,FCEV,Fleet
2023,Sed-FCEV-Fleet,3.83769E-18,Sedan,FCEV,FCEV,Fleet
2024,Sed-FCEV-Fleet,3.7263E-18,Sedan,FCEV,FCEV,Fleet
2025,Sed-FCEV-Fleet,3.65931E-18,Sedan,FCEV,FCEV,Fleet
2026,Sed-FCEV-Fleet,0.011168653,Sedan,FCEV,FCEV,Fleet
2027,Sed-FCEV-Fleet,0.034679952,Sedan,FCEV,FCEV,Fleet
2028,Sed-FCEV-Fleet,0.094752459,Sedan,FCEV,FCEV,Fleet
2029,Sed-FCEV-Fleet,0.203444944,Sedan,FCEV,FCEV,Fleet
2030,Sed-FCEV-Fleet,0.402084243,Sedan,FCEV,FCEV,Fleet
2031,Sed-FCEV-Fleet,0.614076057,Sedan,FCEV,FCEV,Fleet
2032,Sed-FCEV-Fleet,0.881458588,Sedan,FCEV,FCEV,Fleet
2033,Sed-FCEV-Fleet,1.169959457,Sedan,FCEV,FCEV,Fleet
2034,Sed-FCEV-Fleet,1.471935047,Sedan,FCEV,FCEV,Fleet
2035,Sed-FCEV-Fleet,1.788249464,Sedan,FCEV,FCEV,Fleet
2036,Sed-FCEV-Fleet,2.10548515,Sedan,FCEV,FCEV,Fleet
2037,Sed-FCEV-Fleet,2.411665875,Sedan,FCEV,FCEV,Fleet
2038,Sed-FCEV-Fleet,2.70262357,Sedan,FCEV,FCEV,Fleet
2039,Sed-FCEV-Fleet,2.964187039,Sedan,FCEV,FCEV,Fleet
2040,Sed-FCEV-Fleet,3.192039048,Sedan,FCEV,FCEV,Fleet
2041,Sed-FCEV-Fleet,3.385891219,Sedan,FCEV,FCEV,Fleet
2042,Sed-FCEV-Fleet,3.528813377,Sedan,FCEV,FCEV,Fleet
2043,Sed-FCEV-Fleet,3.613101545,Sedan,FCEV,FCEV,Fleet
2044,Sed-FCEV-Fleet,3.628665358,Sedan,FCEV,FCEV,Fleet
2045,Sed-FCEV-Fleet,3.563352542,Sedan,FCEV,FCEV,Fleet
2046,Sed-FCEV-Fleet,3.362110208,Sedan,FCEV,FCEV,Fleet
2047,Sed-FCEV-Fleet,3.042030674,Sedan,FCEV,FCEV,Fleet
2048,Sed-FCEV-Fleet,2.624739725,Sedan,FCEV,FCEV,Fleet
2049,Sed-FCEV-Fleet,2.131615212,Sedan,FCEV,FCEV,Fleet
2050,Sed-FCEV-Fleet,1.586054473,Sedan,FCEV,FCEV,Fleet
2021,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2022,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2023,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2024,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2025,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2026,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2027,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2028,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2029,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2030,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2031,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2032,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2033,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2034,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2035,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2036,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2037,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2038,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2039,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2040,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2041,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2042,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2043,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2044,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2045,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2046,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2047,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2048,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2049,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2050,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2021,SUV-ICE-Hig-Fleet,0.007288532,SUV,ICEV,ICEV-High,Fleet
2022,SUV-ICE-Hig-Fleet,0.01000939,SUV,ICEV,ICEV-High,Fleet
2023,SUV-ICE-Hig-Fleet,0.0115515,SUV,ICEV,ICEV-High,Fleet
2024,SUV-ICE-Hig-Fleet,0.012236101,SUV,ICEV,ICEV-High,Fleet
2025,SUV-ICE-Hig-Fleet,0.012627656,SUV,ICEV,ICEV-High,Fleet
2026,SUV-ICE-Hig-Fleet,0.012894412,SUV,ICEV,ICEV-High,Fleet
2027,SUV-ICE-Hig-Fleet,0.013073955,SUV,ICEV,ICEV-High,Fleet
2028,SUV-ICE-Hig-Fleet,0.013148443,SUV,ICEV,ICEV-High,Fleet
2029,SUV-ICE-Hig-Fleet,0.013091992,SUV,ICEV,ICEV-High,Fleet
2030,SUV-ICE-Hig-Fleet,0.012851869,SUV,ICEV,ICEV-High,Fleet
2031,SUV-ICE-Hig-Fleet,0.012370114,SUV,ICEV,ICEV-High,Fleet
2032,SUV-ICE-Hig-Fleet,0.011572755,SUV,ICEV,ICEV-High,Fleet
2033,SUV-ICE-Hig-Fleet,0.010444001,SUV,ICEV,ICEV-High,Fleet
2034,SUV-ICE-Hig-Fleet,0.009038529,SUV,ICEV,ICEV-High,Fleet
2035,SUV-ICE-Hig-Fleet,0.007472662,SUV,ICEV,ICEV-High,Fleet
2036,SUV-ICE-Hig-Fleet,0.005916903,SUV,ICEV,ICEV-High,Fleet
2037,SUV-ICE-Hig-Fleet,0.004505293,SUV,ICEV,ICEV-High,Fleet
2038,SUV-ICE-Hig-Fleet,0.003330725,SUV,ICEV,ICEV-High,Fleet
2039,SUV-ICE-Hig-Fleet,0.002406049,SUV,ICEV,ICEV-High,Fleet
2040,SUV-ICE-Hig-Fleet,0.001712199,SUV,ICEV,ICEV-High,Fleet
2041,SUV-ICE-Hig-Fleet,0.001205566,SUV,ICEV,ICEV-High,Fleet
2042,SUV-ICE-Hig-Fleet,0.000842305,SUV,ICEV,ICEV-High,Fleet
2043,SUV-ICE-Hig-Fleet,0.000586224,SUV,ICEV,ICEV-High,Fleet
2044,SUV-ICE-Hig-Fleet,0.000407542,SUV,ICEV,ICEV-High,Fleet
2045,SUV-ICE-Hig-Fleet,0.000283498,SUV,ICEV,ICEV-High,Fleet
2046,SUV-ICE-Hig-Fleet,0.000197738,SUV,ICEV,ICEV-High,Fleet
2047,SUV-ICE-Hig-Fleet,0.000138322,SUV,ICEV,ICEV-High,Fleet
2048,SUV-ICE-Hig-Fleet,9.69897E-05,SUV,ICEV,ICEV-High,Fleet
2049,SUV-ICE-Hig-Fleet,6.80157E-05,SUV,ICEV,ICEV-High,Fleet
2050,SUV-ICE-Hig-Fleet,4.76229E-05,SUV,ICEV,ICEV-High,Fleet
2021,SUV-ICE-Avg-Fleet,4.390500756,SUV,ICEV,ICEV-Avg,Fleet
2022,SUV-ICE-Avg-Fleet,6.327683547,SUV,ICEV,ICEV-Avg,Fleet
2023,SUV-ICE-Avg-Fleet,7.7165725,SUV,ICEV,ICEV-Avg,Fleet
2024,SUV-ICE-Avg-Fleet,8.460549483,SUV,ICEV,ICEV-Avg,Fleet
2025,SUV-ICE-Avg-Fleet,8.979164229,SUV,ICEV,ICEV-Avg,Fleet
2026,SUV-ICE-Avg-Fleet,9.400478084,SUV,ICEV,ICEV-Avg,Fleet
2027,SUV-ICE-Avg-Fleet,9.752215059,SUV,ICEV,ICEV-Avg,Fleet
2028,SUV-ICE-Avg-Fleet,10.00763449,SUV,ICEV,ICEV-Avg,Fleet
2029,SUV-ICE-Avg-Fleet,10.12379366,SUV,ICEV,ICEV-Avg,Fleet
2030,SUV-ICE-Avg-Fleet,10.09719319,SUV,ICEV,ICEV-Avg,Fleet
2031,SUV-ICE-Avg-Fleet,9.875721217,SUV,ICEV,ICEV-Avg,Fleet
2032,SUV-ICE-Avg-Fleet,9.42688069,SUV,ICEV,ICEV-Avg,Fleet
2033,SUV-ICE-Avg-Fleet,8.736802029,SUV,ICEV,ICEV-Avg,Fleet
2034,SUV-ICE-Avg-Fleet,7.842547138,SUV,ICEV,ICEV-Avg,Fleet
2035,SUV-ICE-Avg-Fleet,6.816145022,SUV,ICEV,ICEV-Avg,Fleet
2036,SUV-ICE-Avg-Fleet,5.741356264,SUV,ICEV,ICEV-Avg,Fleet
2037,SUV-ICE-Avg-Fleet,4.705524137,SUV,ICEV,ICEV-Avg,Fleet
2038,SUV-ICE-Avg-Fleet,3.784809315,SUV,ICEV,ICEV-Avg,Fleet
2039,SUV-ICE-Avg-Fleet,3.001563677,SUV,ICEV,ICEV-Avg,Fleet
2040,SUV-ICE-Avg-Fleet,2.359401266,SUV,ICEV,ICEV-Avg,Fleet
2041,SUV-ICE-Avg-Fleet,1.842504362,SUV,ICEV,ICEV-Avg,Fleet
2042,SUV-ICE-Avg-Fleet,1.430575944,SUV,ICEV,ICEV-Avg,Fleet
2043,SUV-ICE-Avg-Fleet,1.106695599,SUV,ICEV,ICEV-Avg,Fleet
2044,SUV-ICE-Avg-Fleet,0.854413703,SUV,ICEV,ICEV-Avg,Fleet
2045,SUV-ICE-Avg-Fleet,0.658755506,SUV,ICEV,ICEV-Avg,Fleet
2046,SUV-ICE-Avg-Fleet,0.507540177,SUV,ICEV,ICEV-Avg,Fleet
2047,SUV-ICE-Avg-Fleet,0.390312654,SUV,ICEV,ICEV-Avg,Fleet
2048,SUV-ICE-Avg-Fleet,0.299148207,SUV,ICEV,ICEV-Avg,Fleet
2049,SUV-ICE-Avg-Fleet,0.227893199,SUV,ICEV,ICEV-Avg,Fleet
2050,SUV-ICE-Avg-Fleet,0.172364041,SUV,ICEV,ICEV-Avg,Fleet
2021,SUV-ICE-Low-Fleet,0.103013948,SUV,HEV,HEV,Fleet
2022,SUV-ICE-Low-Fleet,0.136607068,SUV,HEV,HEV,Fleet
2023,SUV-ICE-Low-Fleet,0.173674159,SUV,HEV,HEV,Fleet
2024,SUV-ICE-Low-Fleet,0.211429418,SUV,HEV,HEV,Fleet
2025,SUV-ICE-Low-Fleet,0.31527273,SUV,HEV,HEV,Fleet
2026,SUV-ICE-Low-Fleet,0.464437033,SUV,HEV,HEV,Fleet
2027,SUV-ICE-Low-Fleet,0.576323776,SUV,HEV,HEV,Fleet
2028,SUV-ICE-Low-Fleet,0.705933742,SUV,HEV,HEV,Fleet
2029,SUV-ICE-Low-Fleet,0.858002717,SUV,HEV,HEV,Fleet
2030,SUV-ICE-Low-Fleet,1.018543145,SUV,HEV,HEV,Fleet
2031,SUV-ICE-Low-Fleet,1.23086376,SUV,HEV,HEV,Fleet
2032,SUV-ICE-Low-Fleet,1.512790795,SUV,HEV,HEV,Fleet
2033,SUV-ICE-Low-Fleet,1.852455645,SUV,HEV,HEV,Fleet
2034,SUV-ICE-Low-Fleet,2.155828751,SUV,HEV,HEV,Fleet
2035,SUV-ICE-Low-Fleet,2.349301529,SUV,HEV,HEV,Fleet
2036,SUV-ICE-Low-Fleet,2.531691907,SUV,HEV,HEV,Fleet
2037,SUV-ICE-Low-Fleet,2.690493766,SUV,HEV,HEV,Fleet
2038,SUV-ICE-Low-Fleet,2.82578158,SUV,HEV,HEV,Fleet
2039,SUV-ICE-Low-Fleet,2.936608735,SUV,HEV,HEV,Fleet
2040,SUV-ICE-Low-Fleet,3.011284787,SUV,HEV,HEV,Fleet
2041,SUV-ICE-Low-Fleet,3.061056975,SUV,HEV,HEV,Fleet
2042,SUV-ICE-Low-Fleet,3.082766751,SUV,HEV,HEV,Fleet
2043,SUV-ICE-Low-Fleet,3.074090601,SUV,HEV,HEV,Fleet
2044,SUV-ICE-Low-Fleet,3.038006329,SUV,HEV,HEV,Fleet
2045,SUV-ICE-Low-Fleet,2.980811722,SUV,HEV,HEV,Fleet
2046,SUV-ICE-Low-Fleet,2.910401783,SUV,HEV,HEV,Fleet
2047,SUV-ICE-Low-Fleet,2.838177884,SUV,HEV,HEV,Fleet
2048,SUV-ICE-Low-Fleet,2.777190264,SUV,HEV,HEV,Fleet
2049,SUV-ICE-Low-Fleet,2.734166141,SUV,HEV,HEV,Fleet
2050,SUV-ICE-Low-Fleet,2.715300313,SUV,HEV,HEV,Fleet
2021,SUV-PHEV-Fleet,0.074336524,SUV,PHEV,PHEV,Fleet
2022,SUV-PHEV-Fleet,0.105774877,SUV,PHEV,PHEV,Fleet
2023,SUV-PHEV-Fleet,0.116058801,SUV,PHEV,PHEV,Fleet
2024,SUV-PHEV-Fleet,0.124330514,SUV,PHEV,PHEV,Fleet
2025,SUV-PHEV-Fleet,0.154268522,SUV,PHEV,PHEV,Fleet
2026,SUV-PHEV-Fleet,0.180743469,SUV,PHEV,PHEV,Fleet
2027,SUV-PHEV-Fleet,0.200259274,SUV,PHEV,PHEV,Fleet
2028,SUV-PHEV-Fleet,0.212664536,SUV,PHEV,PHEV,Fleet
2029,SUV-PHEV-Fleet,0.217984504,SUV,PHEV,PHEV,Fleet
2030,SUV-PHEV-Fleet,0.216830159,SUV,PHEV,PHEV,Fleet
2031,SUV-PHEV-Fleet,0.216314446,SUV,PHEV,PHEV,Fleet
2032,SUV-PHEV-Fleet,0.211530967,SUV,PHEV,PHEV,Fleet
2033,SUV-PHEV-Fleet,0.201829049,SUV,PHEV,PHEV,Fleet
2034,SUV-PHEV-Fleet,0.188600819,SUV,PHEV,PHEV,Fleet
2035,SUV-PHEV-Fleet,0.173202279,SUV,PHEV,PHEV,Fleet
2036,SUV-PHEV-Fleet,0.156632124,SUV,PHEV,PHEV,Fleet
2037,SUV-PHEV-Fleet,0.139113728,SUV,PHEV,PHEV,Fleet
2038,SUV-PHEV-Fleet,0.121231472,SUV,PHEV,PHEV,Fleet
2039,SUV-PHEV-Fleet,0.103137151,SUV,PHEV,PHEV,Fleet
2040,SUV-PHEV-Fleet,0.085510012,SUV,PHEV,PHEV,Fleet
2041,SUV-PHEV-Fleet,0.068939639,SUV,PHEV,PHEV,Fleet
2042,SUV-PHEV-Fleet,0.054011734,SUV,PHEV,PHEV,Fleet
2043,SUV-PHEV-Fleet,0.041231317,SUV,PHEV,PHEV,Fleet
2044,SUV-PHEV-Fleet,0.030761707,SUV,PHEV,PHEV,Fleet
2045,SUV-PHEV-Fleet,0.022510718,SUV,PHEV,PHEV,Fleet
2046,SUV-PHEV-Fleet,0.016245839,SUV,PHEV,PHEV,Fleet
2047,SUV-PHEV-Fleet,0.011632326,SUV,PHEV,PHEV,Fleet
2048,SUV-PHEV-Fleet,0.008322711,SUV,PHEV,PHEV,Fleet
2049,SUV-PHEV-Fleet,0.00598604,SUV,PHEV,PHEV,Fleet
2050,SUV-PHEV-Fleet,0.004352226,SUV,PHEV,PHEV,Fleet
2021,SUV-BEV-Sht-Fleet,0.003355389,SUV,BEV,BEV-Sht,Fleet
2022,SUV-BEV-Sht-Fleet,0.003714259,SUV,BEV,BEV-Sht,Fleet
2023,SUV-BEV-Sht-Fleet,0.003562009,SUV,BEV,BEV-Sht,Fleet
2024,SUV-BEV-Sht-Fleet,0.003351897,SUV,BEV,BEV-Sht,Fleet
2025,SUV-BEV-Sht-Fleet,0.003120537,SUV,BEV,BEV-Sht,Fleet
2026,SUV-BEV-Sht-Fleet,0.002903515,SUV,BEV,BEV-Sht,Fleet
2027,SUV-BEV-Sht-Fleet,0.002680871,SUV,BEV,BEV-Sht,Fleet
2028,SUV-BEV-Sht-Fleet,0.002450223,SUV,BEV,BEV-Sht,Fleet
2029,SUV-BEV-Sht-Fleet,0.002199083,SUV,BEV,BEV-Sht,Fleet
2030,SUV-BEV-Sht-Fleet,0.001921432,SUV,BEV,BEV-Sht,Fleet
2031,SUV-BEV-Sht-Fleet,0.001729811,SUV,BEV,BEV-Sht,Fleet
2032,SUV-BEV-Sht-Fleet,0.001493075,SUV,BEV,BEV-Sht,Fleet
2033,SUV-BEV-Sht-Fleet,0.001221658,SUV,BEV,BEV-Sht,Fleet
2034,SUV-BEV-Sht-Fleet,0.000941346,SUV,BEV,BEV-Sht,Fleet
2035,SUV-BEV-Sht-Fleet,0.000680707,SUV,BEV,BEV-Sht,Fleet
2036,SUV-BEV-Sht-Fleet,0.000464501,SUV,BEV,BEV-Sht,Fleet
2037,SUV-BEV-Sht-Fleet,0.000301041,SUV,BEV,BEV-Sht,Fleet
2038,SUV-BEV-Sht-Fleet,0.000187443,SUV,BEV,BEV-Sht,Fleet
2039,SUV-BEV-Sht-Fleet,0.000112967,SUV,BEV,BEV-Sht,Fleet
2040,SUV-BEV-Sht-Fleet,6.6507E-05,SUV,BEV,BEV-Sht,Fleet
2041,SUV-BEV-Sht-Fleet,3.84423E-05,SUV,BEV,BEV-Sht,Fleet
2042,SUV-BEV-Sht-Fleet,2.18924E-05,SUV,BEV,BEV-Sht,Fleet
2043,SUV-BEV-Sht-Fleet,1.23345E-05,SUV,BEV,BEV-Sht,Fleet
2044,SUV-BEV-Sht-Fleet,6.89067E-06,SUV,BEV,BEV-Sht,Fleet
2045,SUV-BEV-Sht-Fleet,3.81872E-06,SUV,BEV,BEV-Sht,Fleet
2046,SUV-BEV-Sht-Fleet,2.10134E-06,SUV,BEV,BEV-Sht,Fleet
2047,SUV-BEV-Sht-Fleet,1.14772E-06,SUV,BEV,BEV-Sht,Fleet
2048,SUV-BEV-Sht-Fleet,6.22198E-07,SUV,BEV,BEV-Sht,Fleet
2049,SUV-BEV-Sht-Fleet,3.34487E-07,SUV,BEV,BEV-Sht,Fleet
2050,SUV-BEV-Sht-Fleet,1.7823E-07,SUV,BEV,BEV-Sht,Fleet
2021,SUV-BEV-Mid-Fleet,0.028824882,SUV,BEV,BEV-Mid,Fleet
2022,SUV-BEV-Mid-Fleet,0.029325154,SUV,BEV,BEV-Mid,Fleet
2023,SUV-BEV-Mid-Fleet,0.027672179,SUV,BEV,BEV-Mid,Fleet
2024,SUV-BEV-Mid-Fleet,0.026037395,SUV,BEV,BEV-Mid,Fleet
2025,SUV-BEV-Mid-Fleet,0.024178278,SUV,BEV,BEV-Mid,Fleet
2026,SUV-BEV-Mid-Fleet,0.022431762,SUV,BEV,BEV-Mid,Fleet
2027,SUV-BEV-Mid-Fleet,0.020723468,SUV,BEV,BEV-Mid,Fleet
2028,SUV-BEV-Mid-Fleet,0.018936138,SUV,BEV,BEV-Mid,Fleet
2029,SUV-BEV-Mid-Fleet,0.01698424,SUV,BEV,BEV-Mid,Fleet
2030,SUV-BEV-Mid-Fleet,0.01482728,SUV,BEV,BEV-Mid,Fleet
2031,SUV-BEV-Mid-Fleet,0.013329214,SUV,BEV,BEV-Mid,Fleet
2032,SUV-BEV-Mid-Fleet,0.01147334,SUV,BEV,BEV-Mid,Fleet
2033,SUV-BEV-Mid-Fleet,0.009342845,SUV,BEV,BEV-Mid,Fleet
2034,SUV-BEV-Mid-Fleet,0.00714367,SUV,BEV,BEV-Mid,Fleet
2035,SUV-BEV-Mid-Fleet,0.005109469,SUV,BEV,BEV-Mid,Fleet
2036,SUV-BEV-Mid-Fleet,0.003439864,SUV,BEV,BEV-Mid,Fleet
2037,SUV-BEV-Mid-Fleet,0.002197358,SUV,BEV,BEV-Mid,Fleet
2038,SUV-BEV-Mid-Fleet,0.001349324,SUV,BEV,BEV-Mid,Fleet
2039,SUV-BEV-Mid-Fleet,0.000803313,SUV,BEV,BEV-Mid,Fleet
2040,SUV-BEV-Mid-Fleet,0.000468194,SUV,BEV,BEV-Mid,Fleet
2041,SUV-BEV-Mid-Fleet,0.000268516,SUV,BEV,BEV-Mid,Fleet
2042,SUV-BEV-Mid-Fleet,0.000152037,SUV,BEV,BEV-Mid,Fleet
2043,SUV-BEV-Mid-Fleet,8.53126E-05,SUV,BEV,BEV-Mid,Fleet
2044,SUV-BEV-Mid-Fleet,4.75278E-05,SUV,BEV,BEV-Mid,Fleet
2045,SUV-BEV-Mid-Fleet,2.6291E-05,SUV,BEV,BEV-Mid,Fleet
2046,SUV-BEV-Mid-Fleet,1.44501E-05,SUV,BEV,BEV-Mid,Fleet
2047,SUV-BEV-Mid-Fleet,7.88649E-06,SUV,BEV,BEV-Mid,Fleet
2048,SUV-BEV-Mid-Fleet,4.27338E-06,SUV,BEV,BEV-Mid,Fleet
2049,SUV-BEV-Mid-Fleet,2.29666E-06,SUV,BEV,BEV-Mid,Fleet
2050,SUV-BEV-Mid-Fleet,1.22355E-06,SUV,BEV,BEV-Mid,Fleet
2021,SUV-BEV-Lng-Fleet,0.179430837,SUV,BEV,BEV-Lng,Fleet
2022,SUV-BEV-Lng-Fleet,0.363122126,SUV,BEV,BEV-Lng,Fleet
2023,SUV-BEV-Lng-Fleet,0.879398389,SUV,BEV,BEV-Lng,Fleet
2024,SUV-BEV-Lng-Fleet,1.845296963,SUV,BEV,BEV-Lng,Fleet
2025,SUV-BEV-Lng-Fleet,2.448551028,SUV,BEV,BEV-Lng,Fleet
2026,SUV-BEV-Lng-Fleet,3.045303827,SUV,BEV,BEV-Lng,Fleet
2027,SUV-BEV-Lng-Fleet,3.595677644,SUV,BEV,BEV-Lng,Fleet
2028,SUV-BEV-Lng-Fleet,4.079482427,SUV,BEV,BEV-Lng,Fleet
2029,SUV-BEV-Lng-Fleet,4.525507277,SUV,BEV,BEV-Lng,Fleet
2030,SUV-BEV-Lng-Fleet,4.818692954,SUV,BEV,BEV-Lng,Fleet
2031,SUV-BEV-Lng-Fleet,5.381753721,SUV,BEV,BEV-Lng,Fleet
2032,SUV-BEV-Lng-Fleet,5.793345875,SUV,BEV,BEV-Lng,Fleet
2033,SUV-BEV-Lng-Fleet,6.103903283,SUV,BEV,BEV-Lng,Fleet
2034,SUV-BEV-Lng-Fleet,6.3346731,SUV,BEV,BEV-Lng,Fleet
2035,SUV-BEV-Lng-Fleet,6.500551595,SUV,BEV,BEV-Lng,Fleet
2036,SUV-BEV-Lng-Fleet,6.590003281,SUV,BEV,BEV-Lng,Fleet
2037,SUV-BEV-Lng-Fleet,6.599561187,SUV,BEV,BEV-Lng,Fleet
2038,SUV-BEV-Lng-Fleet,6.548909979,SUV,BEV,BEV-Lng,Fleet
2039,SUV-BEV-Lng-Fleet,6.432855003,SUV,BEV,BEV-Lng,Fleet
2040,SUV-BEV-Lng-Fleet,6.275676511,SUV,BEV,BEV-Lng,Fleet
2041,SUV-BEV-Lng-Fleet,6.05591769,SUV,BEV,BEV-Lng,Fleet
2042,SUV-BEV-Lng-Fleet,5.777848358,SUV,BEV,BEV-Lng,Fleet
2043,SUV-BEV-Lng-Fleet,5.458544792,SUV,BEV,BEV-Lng,Fleet
2044,SUV-BEV-Lng-Fleet,5.108580367,SUV,BEV,BEV-Lng,Fleet
2045,SUV-BEV-Lng-Fleet,4.732768779,SUV,BEV,BEV-Lng,Fleet
2046,SUV-BEV-Lng-Fleet,4.365146167,SUV,BEV,BEV-Lng,Fleet
2047,SUV-BEV-Lng-Fleet,4.004472626,SUV,BEV,BEV-Lng,Fleet
2048,SUV-BEV-Lng-Fleet,3.6519261,SUV,BEV,BEV-Lng,Fleet
2049,SUV-BEV-Lng-Fleet,3.306402382,SUV,BEV,BEV-Lng,Fleet
2050,SUV-BEV-Lng-Fleet,2.969367064,SUV,BEV,BEV-Lng,Fleet
2021,SUV-FCEV-Fleet,2.60204E-21,SUV,FCEV,FCEV,Fleet
2022,SUV-FCEV-Fleet,2.59846E-20,SUV,FCEV,FCEV,Fleet
2023,SUV-FCEV-Fleet,8.42229E-20,SUV,FCEV,FCEV,Fleet
2024,SUV-FCEV-Fleet,8.17691E-20,SUV,FCEV,FCEV,Fleet
2025,SUV-FCEV-Fleet,8.0665E-20,SUV,FCEV,FCEV,Fleet
2026,SUV-FCEV-Fleet,4.89641E-05,SUV,FCEV,FCEV,Fleet
2027,SUV-FCEV-Fleet,0.000109421,SUV,FCEV,FCEV,Fleet
2028,SUV-FCEV-Fleet,0.000226898,SUV,FCEV,FCEV,Fleet
2029,SUV-FCEV-Fleet,0.000408147,SUV,FCEV,FCEV,Fleet
2030,SUV-FCEV-Fleet,0.00068226,SUV,FCEV,FCEV,Fleet
2031,SUV-FCEV-Fleet,0.000943745,SUV,FCEV,FCEV,Fleet
2032,SUV-FCEV-Fleet,0.001120614,SUV,FCEV,FCEV,Fleet
2033,SUV-FCEV-Fleet,0.001265493,SUV,FCEV,FCEV,Fleet
2034,SUV-FCEV-Fleet,0.001342029,SUV,FCEV,FCEV,Fleet
2035,SUV-FCEV-Fleet,0.001368868,SUV,FCEV,FCEV,Fleet
2036,SUV-FCEV-Fleet,0.001364563,SUV,FCEV,FCEV,Fleet
2037,SUV-FCEV-Fleet,0.001331219,SUV,FCEV,FCEV,Fleet
2038,SUV-FCEV-Fleet,0.001273677,SUV,FCEV,FCEV,Fleet
2039,SUV-FCEV-Fleet,0.001192477,SUV,FCEV,FCEV,Fleet
2040,SUV-FCEV-Fleet,0.001091621,SUV,FCEV,FCEV,Fleet
2041,SUV-FCEV-Fleet,0.000973621,SUV,FCEV,FCEV,Fleet
2042,SUV-FCEV-Fleet,0.000842132,SUV,FCEV,FCEV,Fleet
2043,SUV-FCEV-Fleet,0.00070472,SUV,FCEV,FCEV,Fleet
2044,SUV-FCEV-Fleet,0.00056915,SUV,FCEV,FCEV,Fleet
2045,SUV-FCEV-Fleet,0.000442522,SUV,FCEV,FCEV,Fleet
2046,SUV-FCEV-Fleet,0.000331233,SUV,FCEV,FCEV,Fleet
2047,SUV-FCEV-Fleet,0.00023812,SUV,FCEV,FCEV,Fleet
2048,SUV-FCEV-Fleet,0.000163706,SUV,FCEV,FCEV,Fleet
2049,SUV-FCEV-Fleet,0.000106445,SUV,FCEV,FCEV,Fleet
2050,SUV-FCEV-Fleet,6.38514E-05,SUV,FCEV,FCEV,Fleet
2021,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2022,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2023,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2024,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2025,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2026,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2027,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2028,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2029,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
2030,SUV-H2ICE-Fleet,0,SUV,H2ICEV,H2ICE,Fleet
