Year,variable,value,Type,Powertrain,Technology,Market
2039,SUV-FCEV-Private,164.5919867,SUV,FCEV,FCEV,Personal
2040,SUV-FCEV-Private,207.2771511,SUV,FCEV,FCEV,Personal
2041,SUV-FCEV-Private,263.9487886,SUV,FCEV,FCEV,Personal
2042,SUV-FCEV-Private,332.2153294,SUV,FCEV,FCEV,Personal
2043,SUV-FCEV-Private,414.0509348,SUV,FCEV,FCEV,Personal
2044,SUV-FCEV-Private,510.5864762,SUV,FCEV,FCEV,Personal
2045,SUV-FCEV-Private,623.1972734,SUV,FCEV,FCEV,Personal
2046,SUV-FCEV-Private,755.2210835,SUV,FCEV,FCEV,Personal
2047,SUV-FCEV-Private,907.1079204,SUV,FCEV,FCEV,Personal
2048,SUV-FCEV-Private,1081.538782,SUV,FCEV,FCEV,Personal
2049,SUV-FCEV-Private,1280.373889,SUV,FCEV,FCEV,Personal
2050,SUV-FCEV-Private,1507.724024,SUV,FCEV,FCEV,Personal
2021,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2022,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2023,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2024,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2025,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2026,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2027,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2028,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2029,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2030,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2031,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2032,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2033,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2034,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2035,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2036,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2037,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2038,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2039,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2040,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2041,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2042,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2043,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2044,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2045,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2046,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2047,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2048,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2049,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2050,SUV-H2ICE-Private,0,SUV,H2ICEV,H2ICE,Personal
2021,Sed-ICE-Hig-Fleet,0.432239607,Sedan,ICEV,ICEV-High,Fleet
2022,Sed-ICE-Hig-Fleet,0.334082917,Sedan,ICEV,ICEV-High,Fleet
2023,Sed-ICE-Hig-Fleet,0.212766359,Sedan,ICEV,ICEV-High,Fleet
2024,Sed-ICE-Hig-Fleet,0.11506446,Sedan,ICEV,ICEV-High,Fleet
2025,Sed-ICE-Hig-Fleet,0.061000384,Sedan,ICEV,ICEV-High,Fleet
2026,Sed-ICE-Hig-Fleet,0.046215957,Sedan,ICEV,ICEV-High,Fleet
2027,Sed-ICE-Hig-Fleet,0.033527024,Sedan,ICEV,ICEV-High,Fleet
2028,Sed-ICE-Hig-Fleet,0.024589356,Sedan,ICEV,ICEV-High,Fleet
2029,Sed-ICE-Hig-Fleet,0.01618764,Sedan,ICEV,ICEV-High,Fleet
2030,Sed-ICE-Hig-Fleet,0.01153171,Sedan,ICEV,ICEV-High,Fleet
2031,Sed-ICE-Hig-Fleet,0.008908544,Sedan,ICEV,ICEV-High,Fleet
2032,Sed-ICE-Hig-Fleet,0.00653333,Sedan,ICEV,ICEV-High,Fleet
2033,Sed-ICE-Hig-Fleet,0.005454834,Sedan,ICEV,ICEV-High,Fleet
2034,Sed-ICE-Hig-Fleet,0.004130139,Sedan,ICEV,ICEV-High,Fleet
2035,Sed-ICE-Hig-Fleet,0.004955894,Sedan,ICEV,ICEV-High,Fleet
2036,Sed-ICE-Hig-Fleet,0.003650728,Sedan,ICEV,ICEV-High,Fleet
2037,Sed-ICE-Hig-Fleet,0.002629362,Sedan,ICEV,ICEV-High,Fleet
2038,Sed-ICE-Hig-Fleet,0.001896861,Sedan,ICEV,ICEV-High,Fleet
2039,Sed-ICE-Hig-Fleet,0.001516419,Sedan,ICEV,ICEV-High,Fleet
2040,Sed-ICE-Hig-Fleet,0.00098817,Sedan,ICEV,ICEV-High,Fleet
2041,Sed-ICE-Hig-Fleet,0.000742943,Sedan,ICEV,ICEV-High,Fleet
2042,Sed-ICE-Hig-Fleet,0.000587924,Sedan,ICEV,ICEV-High,Fleet
2043,Sed-ICE-Hig-Fleet,0.000438277,Sedan,ICEV,ICEV-High,Fleet
2044,Sed-ICE-Hig-Fleet,0.000343432,Sedan,ICEV,ICEV-High,Fleet
2045,Sed-ICE-Hig-Fleet,0.000308257,Sedan,ICEV,ICEV-High,Fleet
2046,Sed-ICE-Hig-Fleet,0.000257007,Sedan,ICEV,ICEV-High,Fleet
2047,Sed-ICE-Hig-Fleet,0.000233897,Sedan,ICEV,ICEV-High,Fleet
2048,Sed-ICE-Hig-Fleet,0.000223918,Sedan,ICEV,ICEV-High,Fleet
2049,Sed-ICE-Hig-Fleet,0.000213867,Sedan,ICEV,ICEV-High,Fleet
2050,Sed-ICE-Hig-Fleet,0.00020543,Sedan,ICEV,ICEV-High,Fleet
2021,Sed-ICE-Avg-Fleet,584.2527578,Sedan,ICEV,ICEV-Avg,Fleet
2022,Sed-ICE-Avg-Fleet,539.6823502,Sedan,ICEV,ICEV-Avg,Fleet
2023,Sed-ICE-Avg-Fleet,437.8198775,Sedan,ICEV,ICEV-Avg,Fleet
2024,Sed-ICE-Avg-Fleet,284.5549213,Sedan,ICEV,ICEV-Avg,Fleet
2025,Sed-ICE-Avg-Fleet,176.9254824,Sedan,ICEV,ICEV-Avg,Fleet
2026,Sed-ICE-Avg-Fleet,158.74294,Sedan,ICEV,ICEV-Avg,Fleet
2027,Sed-ICE-Avg-Fleet,132.6041172,Sedan,ICEV,ICEV-Avg,Fleet
2028,Sed-ICE-Avg-Fleet,112.5230534,Sedan,ICEV,ICEV-Avg,Fleet
2029,Sed-ICE-Avg-Fleet,84.60222307,Sedan,ICEV,ICEV-Avg,Fleet
2030,Sed-ICE-Avg-Fleet,69.09580892,Sedan,ICEV,ICEV-Avg,Fleet
2031,Sed-ICE-Avg-Fleet,59.66708982,Sedan,ICEV,ICEV-Avg,Fleet
2032,Sed-ICE-Avg-Fleet,49.6118041,Sedan,ICEV,ICEV-Avg,Fleet
2033,Sed-ICE-Avg-Fleet,45.22729387,Sedan,ICEV,ICEV-Avg,Fleet
2034,Sed-ICE-Avg-Fleet,37.26576078,Sedan,ICEV,ICEV-Avg,Fleet
2035,Sed-ICE-Avg-Fleet,47.59112705,Sedan,ICEV,ICEV-Avg,Fleet
2036,Sed-ICE-Avg-Fleet,38.02160021,Sedan,ICEV,ICEV-Avg,Fleet
2037,Sed-ICE-Avg-Fleet,29.80009592,Sedan,ICEV,ICEV-Avg,Fleet
2038,Sed-ICE-Avg-Fleet,23.24463657,Sedan,ICEV,ICEV-Avg,Fleet
2039,Sed-ICE-Avg-Fleet,19.03039916,Sedan,ICEV,ICEV-Avg,Fleet
2040,Sed-ICE-Avg-Fleet,13.87927671,Sedan,ICEV,ICEV-Avg,Fleet
2041,Sed-ICE-Avg-Fleet,11.23602126,Sedan,ICEV,ICEV-Avg,Fleet
2042,Sed-ICE-Avg-Fleet,9.323340093,Sedan,ICEV,ICEV-Avg,Fleet
2043,Sed-ICE-Avg-Fleet,7.488798239,Sedan,ICEV,ICEV-Avg,Fleet
2044,Sed-ICE-Avg-Fleet,6.165968349,Sedan,ICEV,ICEV-Avg,Fleet
2045,Sed-ICE-Avg-Fleet,5.439152378,Sedan,ICEV,ICEV-Avg,Fleet
2046,Sed-ICE-Avg-Fleet,4.94720804,Sedan,ICEV,ICEV-Avg,Fleet
2047,Sed-ICE-Avg-Fleet,4.707513832,Sedan,ICEV,ICEV-Avg,Fleet
2048,Sed-ICE-Avg-Fleet,4.598265425,Sedan,ICEV,ICEV-Avg,Fleet
2049,Sed-ICE-Avg-Fleet,4.484569277,Sedan,ICEV,ICEV-Avg,Fleet
2050,Sed-ICE-Avg-Fleet,4.384608867,Sedan,ICEV,ICEV-Avg,Fleet
2021,Sed-ICE-Low-Fleet,8.182034164,Sedan,HEV,HEV,Fleet
2022,Sed-ICE-Low-Fleet,9.999727083,Sedan,HEV,HEV,Fleet
2023,Sed-ICE-Low-Fleet,13.98708729,Sedan,HEV,HEV,Fleet
2024,Sed-ICE-Low-Fleet,14.28254431,Sedan,HEV,HEV,Fleet
2025,Sed-ICE-Low-Fleet,44.08921247,Sedan,HEV,HEV,Fleet
2026,Sed-ICE-Low-Fleet,57.24170212,Sedan,HEV,HEV,Fleet
2027,Sed-ICE-Low-Fleet,69.54471532,Sedan,HEV,HEV,Fleet
2028,Sed-ICE-Low-Fleet,89.00961171,Sedan,HEV,HEV,Fleet
2029,Sed-ICE-Low-Fleet,105.858235,Sedan,HEV,HEV,Fleet
2030,Sed-ICE-Low-Fleet,110.4124532,Sedan,HEV,HEV,Fleet
2031,Sed-ICE-Low-Fleet,126.6809603,Sedan,HEV,HEV,Fleet
2032,Sed-ICE-Low-Fleet,151.2175655,Sedan,HEV,HEV,Fleet
2033,Sed-ICE-Low-Fleet,159.6303879,Sedan,HEV,HEV,Fleet
2034,Sed-ICE-Low-Fleet,176.0914316,Sedan,HEV,HEV,Fleet
2035,Sed-ICE-Low-Fleet,109.363122,Sedan,HEV,HEV,Fleet
2036,Sed-ICE-Low-Fleet,111.0907215,Sedan,HEV,HEV,Fleet
2037,Sed-ICE-Low-Fleet,109.9872203,Sedan,HEV,HEV,Fleet
2038,Sed-ICE-Low-Fleet,107.2342379,Sedan,HEV,HEV,Fleet
2039,Sed-ICE-Low-Fleet,105.8630633,Sedan,HEV,HEV,Fleet
2040,Sed-ICE-Low-Fleet,97.96565268,Sedan,HEV,HEV,Fleet
2041,Sed-ICE-Low-Fleet,97.99025922,Sedan,HEV,HEV,Fleet
2042,Sed-ICE-Low-Fleet,98.8886169,Sedan,HEV,HEV,Fleet
2043,Sed-ICE-Low-Fleet,97.98919686,Sedan,HEV,HEV,Fleet
2044,Sed-ICE-Low-Fleet,98.05210794,Sedan,HEV,HEV,Fleet
2045,Sed-ICE-Low-Fleet,101.1889562,Sedan,HEV,HEV,Fleet
2046,Sed-ICE-Low-Fleet,114.0014964,Sedan,HEV,HEV,Fleet
2047,Sed-ICE-Low-Fleet,131.1115002,Sedan,HEV,HEV,Fleet
2048,Sed-ICE-Low-Fleet,152.5747151,Sedan,HEV,HEV,Fleet
2049,Sed-ICE-Low-Fleet,177.1990359,Sedan,HEV,HEV,Fleet
2050,Sed-ICE-Low-Fleet,205.7760214,Sedan,HEV,HEV,Fleet
2021,Sed-PHEV-Fleet,30.46736806,Sedan,PHEV,PHEV,Fleet
2022,Sed-PHEV-Fleet,32.16454764,Sedan,PHEV,PHEV,Fleet
2023,Sed-PHEV-Fleet,22.90173214,Sedan,PHEV,PHEV,Fleet
2024,Sed-PHEV-Fleet,18.87560557,Sedan,PHEV,PHEV,Fleet
2025,Sed-PHEV-Fleet,49.15379129,Sedan,PHEV,PHEV,Fleet
2026,Sed-PHEV-Fleet,56.98939253,Sedan,PHEV,PHEV,Fleet
2027,Sed-PHEV-Fleet,55.67312489,Sedan,PHEV,PHEV,Fleet
2028,Sed-PHEV-Fleet,56.33522195,Sedan,PHEV,PHEV,Fleet
2029,Sed-PHEV-Fleet,38.04497257,Sedan,PHEV,PHEV,Fleet
2030,Sed-PHEV-Fleet,37.17022838,Sedan,PHEV,PHEV,Fleet
2031,Sed-PHEV-Fleet,29.30606367,Sedan,PHEV,PHEV,Fleet
2032,Sed-PHEV-Fleet,18.32107617,Sedan,PHEV,PHEV,Fleet
2033,Sed-PHEV-Fleet,15.94978125,Sedan,PHEV,PHEV,Fleet
2034,Sed-PHEV-Fleet,10.30115395,Sedan,PHEV,PHEV,Fleet
2035,Sed-PHEV-Fleet,9.116448012,Sedan,PHEV,PHEV,Fleet
2036,Sed-PHEV-Fleet,7.601774818,Sedan,PHEV,PHEV,Fleet
2037,Sed-PHEV-Fleet,6.334383709,Sedan,PHEV,PHEV,Fleet
2038,Sed-PHEV-Fleet,5.303455195,Sedan,PHEV,PHEV,Fleet
2039,Sed-PHEV-Fleet,4.649500392,Sedan,PHEV,PHEV,Fleet
2040,Sed-PHEV-Fleet,3.781326456,Sedan,PHEV,PHEV,Fleet
2041,Sed-PHEV-Fleet,3.266089538,Sedan,PHEV,PHEV,Fleet
2042,Sed-PHEV-Fleet,2.900435767,Sedan,PHEV,PHEV,Fleet
2043,Sed-PHEV-Fleet,2.489802039,Sedan,PHEV,PHEV,Fleet
2044,Sed-PHEV-Fleet,2.196326813,Sedan,PHEV,PHEV,Fleet
2045,Sed-PHEV-Fleet,2.040786205,Sedan,PHEV,PHEV,Fleet
2046,Sed-PHEV-Fleet,2.000089627,Sedan,PHEV,PHEV,Fleet
2047,Sed-PHEV-Fleet,2.023344562,Sedan,PHEV,PHEV,Fleet
2048,Sed-PHEV-Fleet,2.104962476,Sedan,PHEV,PHEV,Fleet
2049,Sed-PHEV-Fleet,2.171837964,Sedan,PHEV,PHEV,Fleet
2050,Sed-PHEV-Fleet,2.257823525,Sedan,PHEV,PHEV,Fleet
2021,Sed-BEV-Sht-Fleet,42.03588475,Sedan,BEV,BEV-Sht,Fleet
2022,Sed-BEV-Sht-Fleet,38.74063202,Sedan,BEV,BEV-Sht,Fleet
2023,Sed-BEV-Sht-Fleet,33.05144455,Sedan,BEV,BEV-Sht,Fleet
2024,Sed-BEV-Sht-Fleet,17.71104551,Sedan,BEV,BEV-Sht,Fleet
2025,Sed-BEV-Sht-Fleet,6.486873042,Sedan,BEV,BEV-Sht,Fleet
2026,Sed-BEV-Sht-Fleet,4.012643198,Sedan,BEV,BEV-Sht,Fleet
2027,Sed-BEV-Sht-Fleet,2.310567294,Sedan,BEV,BEV-Sht,Fleet
2028,Sed-BEV-Sht-Fleet,1.546432063,Sedan,BEV,BEV-Sht,Fleet
2029,Sed-BEV-Sht-Fleet,0.762481778,Sedan,BEV,BEV-Sht,Fleet
2030,Sed-BEV-Sht-Fleet,0.443035223,Sedan,BEV,BEV-Sht,Fleet
2031,Sed-BEV-Sht-Fleet,0.30000763,Sedan,BEV,BEV-Sht,Fleet
2032,Sed-BEV-Sht-Fleet,0.167384592,Sedan,BEV,BEV-Sht,Fleet
2033,Sed-BEV-Sht-Fleet,0.107231237,Sedan,BEV,BEV-Sht,Fleet
2034,Sed-BEV-Sht-Fleet,0.066784031,Sedan,BEV,BEV-Sht,Fleet
2035,Sed-BEV-Sht-Fleet,0.037529186,Sedan,BEV,BEV-Sht,Fleet
2036,Sed-BEV-Sht-Fleet,0.020509462,Sedan,BEV,BEV-Sht,Fleet
2037,Sed-BEV-Sht-Fleet,0.011112221,Sedan,BEV,BEV-Sht,Fleet
2038,Sed-BEV-Sht-Fleet,0.006032636,Sedan,BEV,BEV-Sht,Fleet
2039,Sed-BEV-Sht-Fleet,0.003261655,Sedan,BEV,BEV-Sht,Fleet
2040,Sed-BEV-Sht-Fleet,0.00176451,Sedan,BEV,BEV-Sht,Fleet
2041,Sed-BEV-Sht-Fleet,0.000820547,Sedan,BEV,BEV-Sht,Fleet
2042,Sed-BEV-Sht-Fleet,0.000380326,Sedan,BEV,BEV-Sht,Fleet
2043,Sed-BEV-Sht-Fleet,0.00017569,Sedan,BEV,BEV-Sht,Fleet
2044,Sed-BEV-Sht-Fleet,8.09799E-05,Sedan,BEV,BEV-Sht,Fleet
2045,Sed-BEV-Sht-Fleet,3.72425E-05,Sedan,BEV,BEV-Sht,Fleet
2046,Sed-BEV-Sht-Fleet,1.97179E-05,Sedan,BEV,BEV-Sht,Fleet
2047,Sed-BEV-Sht-Fleet,1.04349E-05,Sedan,BEV,BEV-Sht,Fleet
2048,Sed-BEV-Sht-Fleet,5.52E-06,Sedan,BEV,BEV-Sht,Fleet
2049,Sed-BEV-Sht-Fleet,2.92E-06,Sedan,BEV,BEV-Sht,Fleet
2050,Sed-BEV-Sht-Fleet,1.54E-06,Sedan,BEV,BEV-Sht,Fleet
2021,Sed-BEV-Mid-Fleet,146.7183192,Sedan,BEV,BEV-Mid,Fleet
2022,Sed-BEV-Mid-Fleet,216.9467015,Sedan,BEV,BEV-Mid,Fleet
2023,Sed-BEV-Mid-Fleet,273.1210983,Sedan,BEV,BEV-Mid,Fleet
2024,Sed-BEV-Mid-Fleet,276.0886664,Sedan,BEV,BEV-Mid,Fleet
2025,Sed-BEV-Mid-Fleet,406.9046075,Sedan,BEV,BEV-Mid,Fleet
2026,Sed-BEV-Mid-Fleet,399.9952139,Sedan,BEV,BEV-Mid,Fleet
2027,Sed-BEV-Mid-Fleet,363.2178686,Sedan,BEV,BEV-Mid,Fleet
2028,Sed-BEV-Mid-Fleet,306.5566955,Sedan,BEV,BEV-Mid,Fleet
2029,Sed-BEV-Mid-Fleet,276.676235,Sedan,BEV,BEV-Mid,Fleet
2030,Sed-BEV-Mid-Fleet,324.1779475,Sedan,BEV,BEV-Mid,Fleet
2031,Sed-BEV-Mid-Fleet,276.5238427,Sedan,BEV,BEV-Mid,Fleet
2032,Sed-BEV-Mid-Fleet,311.9958411,Sedan,BEV,BEV-Mid,Fleet
2033,Sed-BEV-Mid-Fleet,345.1664661,Sedan,BEV,BEV-Mid,Fleet
2034,Sed-BEV-Mid-Fleet,355.9050775,Sedan,BEV,BEV-Mid,Fleet
2035,Sed-BEV-Mid-Fleet,354.1525079,Sedan,BEV,BEV-Mid,Fleet
2036,Sed-BEV-Mid-Fleet,337.1620986,Sedan,BEV,BEV-Mid,Fleet
2037,Sed-BEV-Mid-Fleet,319.5664192,Sedan,BEV,BEV-Mid,Fleet
2038,Sed-BEV-Mid-Fleet,305.6382995,Sedan,BEV,BEV-Mid,Fleet
2039,Sed-BEV-Mid-Fleet,289.059862,Sedan,BEV,BEV-Mid,Fleet
2040,Sed-BEV-Mid-Fleet,272.6445826,Sedan,BEV,BEV-Mid,Fleet
2041,Sed-BEV-Mid-Fleet,255.4917907,Sedan,BEV,BEV-Mid,Fleet
2042,Sed-BEV-Mid-Fleet,238.4615626,Sedan,BEV,BEV-Mid,Fleet
2043,Sed-BEV-Mid-Fleet,221.6687324,Sedan,BEV,BEV-Mid,Fleet
2044,Sed-BEV-Mid-Fleet,205.4710269,Sedan,BEV,BEV-Mid,Fleet
2045,Sed-BEV-Mid-Fleet,189.916079,Sedan,BEV,BEV-Mid,Fleet
2046,Sed-BEV-Mid-Fleet,201.966905,Sedan,BEV,BEV-Mid,Fleet
2047,Sed-BEV-Mid-Fleet,214.5653387,Sedan,BEV,BEV-Mid,Fleet
2048,Sed-BEV-Mid-Fleet,227.8049313,Sedan,BEV,BEV-Mid,Fleet
2049,Sed-BEV-Mid-Fleet,241.4182728,Sedan,BEV,BEV-Mid,Fleet
2050,Sed-BEV-Mid-Fleet,255.1754806,Sedan,BEV,BEV-Mid,Fleet
2021,Sed-BEV-Lng-Fleet,36.28786193,Sedan,BEV,BEV-Lng,Fleet
2022,Sed-BEV-Lng-Fleet,60.89428954,Sedan,BEV,BEV-Lng,Fleet
2023,Sed-BEV-Lng-Fleet,73.96157765,Sedan,BEV,BEV-Lng,Fleet
2024,Sed-BEV-Lng-Fleet,117.2318506,Sedan,BEV,BEV-Lng,Fleet
2025,Sed-BEV-Lng-Fleet,321.9752718,Sedan,BEV,BEV-Lng,Fleet
2026,Sed-BEV-Lng-Fleet,303.5004489,Sedan,BEV,BEV-Lng,Fleet
2027,Sed-BEV-Lng-Fleet,367.306916,Sedan,BEV,BEV-Lng,Fleet
2028,Sed-BEV-Lng-Fleet,402.9790157,Sedan,BEV,BEV-Lng,Fleet
2029,Sed-BEV-Lng-Fleet,390.6196409,Sedan,BEV,BEV-Lng,Fleet
2030,Sed-BEV-Lng-Fleet,345.6915532,Sedan,BEV,BEV-Lng,Fleet
2031,Sed-BEV-Lng-Fleet,285.1325548,Sedan,BEV,BEV-Lng,Fleet
2032,Sed-BEV-Lng-Fleet,267.5190242,Sedan,BEV,BEV-Lng,Fleet
2033,Sed-BEV-Lng-Fleet,205.8700143,Sedan,BEV,BEV-Lng,Fleet
2034,Sed-BEV-Lng-Fleet,157.3317182,Sedan,BEV,BEV-Lng,Fleet
2035,Sed-BEV-Lng-Fleet,163.3760923,Sedan,BEV,BEV-Lng,Fleet
2036,Sed-BEV-Lng-Fleet,164.3323145,Sedan,BEV,BEV-Lng,Fleet
2037,Sed-BEV-Lng-Fleet,164.5815895,Sedan,BEV,BEV-Lng,Fleet
2038,Sed-BEV-Lng-Fleet,161.2390882,Sedan,BEV,BEV-Lng,Fleet
2039,Sed-BEV-Lng-Fleet,161.2667489,Sedan,BEV,BEV-Lng,Fleet
2040,Sed-BEV-Lng-Fleet,161.0333122,Sedan,BEV,BEV-Lng,Fleet
2041,Sed-BEV-Lng-Fleet,148.6844154,Sedan,BEV,BEV-Lng,Fleet
2042,Sed-BEV-Lng-Fleet,136.6516153,Sedan,BEV,BEV-Lng,Fleet
2043,Sed-BEV-Lng-Fleet,125.013551,Sedan,BEV,BEV-Lng,Fleet
2044,Sed-BEV-Lng-Fleet,113.9769384,Sedan,BEV,BEV-Lng,Fleet
2045,Sed-BEV-Lng-Fleet,103.5636862,Sedan,BEV,BEV-Lng,Fleet
2046,Sed-BEV-Lng-Fleet,108.2127185,Sedan,BEV,BEV-Lng,Fleet
2047,Sed-BEV-Lng-Fleet,112.8988662,Sedan,BEV,BEV-Lng,Fleet
2048,Sed-BEV-Lng-Fleet,117.6550652,Sedan,BEV,BEV-Lng,Fleet
2049,Sed-BEV-Lng-Fleet,122.3280805,Sedan,BEV,BEV-Lng,Fleet
2050,Sed-BEV-Lng-Fleet,126.7744347,Sedan,BEV,BEV-Lng,Fleet
2021,Sed-FCEV-Fleet,6.55E-17,Sedan,FCEV,FCEV,Fleet
2022,Sed-FCEV-Fleet,5.36E-16,Sedan,FCEV,FCEV,Fleet
2023,Sed-FCEV-Fleet,1.25E-15,Sedan,FCEV,FCEV,Fleet
2024,Sed-FCEV-Fleet,3.23E-18,Sedan,FCEV,FCEV,Fleet
2025,Sed-FCEV-Fleet,2.29E-17,Sedan,FCEV,FCEV,Fleet
2026,Sed-FCEV-Fleet,6.69210372,Sedan,FCEV,FCEV,Fleet
2027,Sed-FCEV-Fleet,14.70111655,Sedan,FCEV,FCEV,Fleet
2028,Sed-FCEV-Fleet,38.84906346,Sedan,FCEV,FCEV,Fleet
2029,Sed-FCEV-Fleet,72.86467971,Sedan,FCEV,FCEV,Fleet
2030,Sed-FCEV-Fleet,138.2489735,Sedan,FCEV,FCEV,Fleet
2031,Sed-FCEV-Fleet,158.4813058,Sedan,FCEV,FCEV,Fleet
2032,Sed-FCEV-Fleet,214.3688553,Sedan,FCEV,FCEV,Fleet
2033,Sed-FCEV-Fleet,251.8183984,Sedan,FCEV,FCEV,Fleet
2034,Sed-FCEV-Fleet,288.1232078,Sedan,FCEV,FCEV,Fleet
2035,Sed-FCEV-Fleet,336.3927506,Sedan,FCEV,FCEV,Fleet
2036,Sed-FCEV-Fleet,376.6055214,Sedan,FCEV,FCEV,Fleet
2037,Sed-FCEV-Fleet,417.6578181,Sedan,FCEV,FCEV,Fleet
2038,Sed-FCEV-Fleet,460.1163496,Sedan,FCEV,FCEV,Fleet
2039,Sed-FCEV-Fleet,505.1149734,Sedan,FCEV,FCEV,Fleet
2040,Sed-FCEV-Fleet,551.6248962,Sedan,FCEV,FCEV,Fleet
2041,Sed-FCEV-Fleet,626.0204218,Sedan,FCEV,FCEV,Fleet
2042,Sed-FCEV-Fleet,703.842967,Sedan,FCEV,FCEV,Fleet
2043,Sed-FCEV-Fleet,784.165039,Sedan,FCEV,FCEV,Fleet
2044,Sed-FCEV-Fleet,866.9594286,Sedan,FCEV,FCEV,Fleet
2045,Sed-FCEV-Fleet,951.3472554,Sedan,FCEV,FCEV,Fleet
2046,Sed-FCEV-Fleet,906.2350254,Sedan,FCEV,FCEV,Fleet
2047,Sed-FCEV-Fleet,858.6610741,Sedan,FCEV,FCEV,Fleet
2048,Sed-FCEV-Fleet,809.6530011,Sedan,FCEV,FCEV,Fleet
2049,Sed-FCEV-Fleet,758.9241664,Sedan,FCEV,FCEV,Fleet
2050,Sed-FCEV-Fleet,707.161469,Sedan,FCEV,FCEV,Fleet
2021,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2022,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2023,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2024,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2025,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2026,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2027,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2028,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2029,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2030,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2031,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2032,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2033,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2034,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2035,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2036,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2037,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2038,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2039,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2040,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2041,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2042,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2043,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2044,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2045,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2046,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2047,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
2048,Sed-H2ICE-Fleet,0,Sedan,H2ICEV,H2ICE,Fleet
